url,domain,title,language_detected,kurdish_dialect_group,status_code,source,category,notes,checked_at
https://kurdistanchronicle.com/,kurdistanchronicle.com,,KMR (Northern Kurdish / Kurmanji) / English,KMR (Kurmanji),200,known_media,News & Media,Kurdistan Chronicle,2026-02-12T14:52:51Z
https://kurdistanclinic.com/,kurdistanclinic.com,Kurdistan Medical Clinic,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,health,Health,Kurdistan Clinic,2026-02-12T14:53:28Z
https://kurdistanmemory.com/,kurdistanmemory.com,,KMR (Northern Kurdish / Kurmanji) / English,KMR (Kurmanji),200,cultural,Culture & Reference,Kurdistan Memory Programme,2026-02-12T14:53:18Z
https://kurdistantribune.com/,kurdistantribune.com,An independent platform for Kurdish news and opinion. | The Kurdistan Tribune,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,known_media,News & Media,Kurdistan Tribune,2026-02-12T14:52:50Z
https://kurds.io,kurds.io,KURDS — Dijîtal Anît,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,General,,2026-02-12 15:16:28
https://kurdstore.info,kurdstore.info,Human verification,Turkish / English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,SSL warning,2026-02-12 14:58:45
https://manaramagazine.org/,manaramagazine.org,Middle East Foreign Policy & Analysis | Manara Magazine,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,known_media,News & Media,Manara Magazine,2026-02-12T14:52:51Z
https://maryamanahospital.com/,maryamanahospital.com,Maryamana Hospital – World-class private hospital in Erbil,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,health,Health,Maryamana Hospital,2026-02-12T14:53:28Z
https://moodle.hmu.edu.krd,moodle.hmu.edu.krd,چوونەژوورەوە بۆ ناو ماڵپەڕ | HMU,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,Education,,2026-02-12 15:16:33
https://moodle.uoh.edu.iq,moodle.uoh.edu.iq,سه‌ره‌تا | UOH_LMS,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,crawl,Education,,2026-02-12 15:16:34
https://newroz.com/,newroz.com,Home | Newroz.com,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,blogs,Blogs & Forums,Newroz community,2026-02-12T14:53:30Z
https://nmra.uoh.edu.iq,nmra.uoh.edu.iq,Student Profile,HAW (Hawrami / Gorani) / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,crawl,Education,,2026-02-12 15:16:37
https://nuceciwan.com,nuceciwan.com,"Nûçe Ciwan – Bi dînamîzma ciwantî, li ser şopa heqîqetê",Turkish / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:48
https://nucetv.net,nucetv.net,Malper - Nuce TV,KMR (Northern Kurdish / Kurmanji) / English,KMR (Kurmanji),200,variation,News & Media,,2026-02-12 15:06:30
https://p4ckurd.net,p4ckurd.net,www.p4ckurd.net,KMR (Northern Kurdish / Kurmanji) / Turkish,KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:49
https://puk.org/,puk.org,PUK,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,political_parties,Political,Patriotic Union of Kurdistan,2026-02-12T14:53:09Z
https://rojava.video,rojava.video,Rojava Tube,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,crawl,General,,2026-02-12 15:16:43
https://rojavatv.net,rojavatv.net,Malper - Rojava Tv,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,TV & Radio,,2026-02-12 15:06:33
https://rojevakurd.com,rojevakurd.com,Rojevakurd - Rojevakurd,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:51
https://rojhelat.news,rojhelat.news,Rojhelat: Vertretung des iranischen Kurdistans in Deutschland,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:52
https://sardam.online,sardam.online,Login |,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,General,,2026-02-12 15:16:44
https://serhildan.online,serhildan.online,Nexşeya Çalakiyan - Action Map,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,General,,2026-02-12 15:16:46
https://siirtpress.com,siirtpress.com,Siirt Press,Turkish / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,News & Media,,2026-02-12 15:16:53
https://sterk.tv/,sterk.tv,Stêrk TV – Li Ser Şopa Heqîqetê,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,known_media,News & Media,Sterk TV,2026-02-12T14:53:00Z
https://theinsightinternational.com/,theinsightinternational.com,Insight International - The Insight International,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,known_media,News & Media,The Insight International,2026-02-12T14:52:51Z
https://ukh.edu.krd/,ukh.edu.krd,"University of Kurdistan Hewlêr – To register for the conference, please click on the buttons below",English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,universities,Education,University of Kurdistan Hewler,2026-02-12T14:53:15Z
https://uod.ac/,uod.ac,University of Duhok (UoD),English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,universities,Education,University of Duhok,2026-02-12T14:53:14Z
https://visitkurdistan.krd/,visitkurdistan.krd,Visit Kurdistan,English / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,government,Government,Kurdistan tourism board,2026-02-12T14:53:08Z
https://welattv.com,welattv.com,Destpêk | Welat TV,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,TV & Radio,,2026-02-12 15:06:48
https://welattv.net,welattv.net,Destpêk | Welat TV,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,variation,TV & Radio,,2026-02-12 15:06:49
https://xebat.org,xebat.org,XEBAT – XEBAT JI BO SERXWEBÛNA KURDISTANÊ,Turkish / KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:59
https://zanist.krd,zanist.krd,Zanist - Coming Soon,KMR (Northern Kurdish / Kurmanji),KMR (Kurmanji),200,discovered,General,,2026-02-12 14:58:59
https://zivmagazine.com/,zivmagazine.com,zîv - Kurdish Mosaic,KMR (Northern Kurdish / Kurmanji) / English,KMR (Kurmanji),200,cultural,Culture & Reference,Ziv Magazine,2026-02-12T14:53:18Z
https://78win.krd,78win.krd,78WIN ⭐️ 78WIN.COM - Link Vào Chuẩn Nhà Cái +77K T/2 2026,Unknown,Other,200,common_crawl,General,,2026-02-12 15:05:29
https://aburi.me,aburi.me,,Unknown,Other,200,variation,General,,2026-02-12 15:05:29
https://aburi.net,aburi.net,Aburi IT Consulting Firm,English,Other,200,variation,General,,2026-02-12 15:05:29
https://aburi.news,aburi.news,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:05:29
https://aburimarket.com,aburimarket.com,Aburi Market,English,Other,200,variation,E-Commerce,SSL warning,2026-02-12 15:15:21
https://aburipress.com,aburipress.com,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:05:29
https://academics.tiu.edu.iq,academics.tiu.edu.iq,Academic Staff | Academic Staff,English,Other,200,crawl,Education,,2026-02-12 15:05:29
https://academicstaff.epu.edu.iq,academicstaff.epu.edu.iq,EPU Academic Staff,Unknown,Other,200,crawl,Education,,2026-02-12 15:05:29
https://afrin.org,afrin.org,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://ahlat.com,ahlat.com,Redirecting...,English,Other,200,variation,General,,2026-02-12 15:15:21
https://ais.edu.krd,ais.edu.krd,Epik,Unknown,Other,200,common_crawl,Education,,2026-02-12 15:05:29
https://akakurdistan.com,akakurdistan.com,aka KURDISTAN | INTRODUCTION,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://akre.com,akre.com,AKRE.com - Full-Page Real Estate Ads: FREE Listings! Buy and Sell Property and Homes.,English,Other,200,variation,General,,2026-02-12 15:05:29
https://akre.net,akre.net,,Unknown,Other,200,variation,General,,2026-02-12 15:05:29
https://alumni.cihanuniversity.edu.iq,alumni.cihanuniversity.edu.iq,HomePage - Cihan University-Erbil Alumni Association,English,Other,200,crawl,Education,,2026-02-12 15:15:21
https://alumni.hmu.edu.krd,alumni.hmu.edu.krd,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://alumni.lfu.edu.krd,alumni.lfu.edu.krd,Alumni  | Home,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://alumni.tiu.edu.iq,alumni.tiu.edu.iq,Home - Blogs,English,Other,200,crawl,Education,,2026-02-12 15:15:21
https://amed.io,amed.io,Redirecting...,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://amed.me,amed.me,amed.me — KRUT PTY LTD,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://amed.net,amed.net,é¿åºç±³å¾·å»ç,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://amed.org,amed.org,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://amedi.org,amedi.org,AMEDI – African Music Ecosystem Development Initiative (AMEDI),English,Other,200,variation,General,,2026-02-12 15:15:21
https://amednews.com,amednews.com,American Medical News - Home - amednews.com,English,Other,200,variation,News & Media,,2026-02-12 15:05:29
https://amedpost.com,amedpost.com,News - amed post,English,Other,200,variation,General,,2026-02-12 15:05:30
https://amedtoday.com,amedtoday.com,AmedToday.com is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:05:30
https://amedtoday.org,amedtoday.org,Redirecting...,English,Other,200,variation,General,,2026-02-12 15:05:30
https://amedtv.com,amedtv.com,Amed TV | Son Dakika Diyarbakır Haberleri,Turkish,Other,200,variation,TV & Radio,,2026-02-12 15:05:30
https://amuda.com,amuda.com,Amuda | Blog personal de Amuda Goueli,Arabic / Turkish,Other,200,variation,General,,2026-02-12 15:05:30
https://applied-science.tiu.edu.iq,applied-science.tiu.edu.iq,Home - Faculty of Applied Science - Tishk International University,English,Other,200,crawl,Education,,2026-02-12 15:05:30
https://apply.lfu.edu.krd,apply.lfu.edu.krd,Sign in | LFU Apply,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://aqra.net,aqra.net,aqra.net - This website is for sale! - aqra Resources and Information.,English,Other,200,variation,General,,2026-02-12 15:15:21
https://aqra.org,aqra.org,,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://aramnews.com/,aramnews.com,AramNews.com is for sale | HugeDomains,English,Other,200,known_media,News & Media,Aram News,2026-02-12T14:53:00Z
https://arbela.store/,arbela.store,Home page - Arbela,English,Other,200,ecommerce,E-Commerce,Arbela Store,2026-02-12T14:53:22Z
https://arbil.net,arbil.net,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://arenda.krd,arenda.krd,Прокат одежды для фотосессии и мероприятия в Краснодаре,English,Other,200,common_crawl,General,SSL warning,2026-02-12 15:05:30
https://ark.krd,ark.krd,ARK Company,English,Other,200,common_crawl,General,,2026-02-12 15:05:30
https://artfrosh.krd,artfrosh.krd,ArtFrosh,English,Other,200,common_crawl,General,SSL warning,2026-02-12 15:05:30
https://arts.soran.edu.iq,arts.soran.edu.iq,FACULTY OF ARTS,English / Turkish,Other,200,crawl,Education,,2026-02-12 15:05:30
https://ashti.org,ashti.org,"国产av大屁股白浆一区二区,蜜臀人妻av一区二区三区,国产剧情av在线精品网站,亚洲国产精品9799545码,亚洲不卡啪啪视频,在线观看中文字幕国产视频",Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://ashti.xyz,ashti.xyz,Index of /,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://ashticenter.org,ashticenter.org,Ashti Center,Arabic,Other,200,variation,General,,2026-02-12 15:15:21
https://ashtidaily.com,ashtidaily.com,How to Build a Strong Financial Future in Australia | Ashti Daily,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://auis.edu.krd/,auis.edu.krd,"American University of Iraq, Sulaimani",English,Other,200,universities,Education,American University of Iraq Sulaimani,2026-02-12T14:53:14Z
https://awene.com/,awene.com,You are being redirected...,Unknown,Other,307,known_media,News & Media,Awene newspaper,2026-02-12T14:52:50Z
https://awronore.krd,awronore.krd,awronore,Unknown,Other,200,crawl,General,SSL warning,2026-02-12 15:05:30
https://awrosoft.krd,awrosoft.krd,Awrosoft ICT Solutions,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://azadi.io,azadi.io,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://azadi.me,azadi.me,Homepage | Azadi Me,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://azadi.news,azadi.news,,Unknown,Other,200,discovered,General,SSL warning,2026-02-12 14:58:27
https://azadicenter.com,azadicenter.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://azadicenter.org,azadicenter.org,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://azadinet.app,azadinet.app,باهمستان آزادی (رویکرد جدید),Persian,Other,200,crawl,Technology,,2026-02-12 15:15:21
https://azadinet.net,azadinet.net,باهمستان آزادی (رویکرد جدید),Persian,Other,200,variation,General,SSL warning,2026-02-12 15:05:30
https://azadinet.org,azadinet.org,AzadiNet Foundation,English / Turkish,Other,200,variation,General,SSL warning,2026-02-12 15:05:30
https://azadinews.com,azadinews.com,AzadiNews.com is for sale | HugeDomains,English,Other,200,variation,News & Media,SSL warning,2026-02-12 15:05:30
https://azadipost.com,azadipost.com,,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:05:30
https://azadipress.com,azadipress.com,AzadiPress.com - Media Domains for Sale - Buy Premium Entertainment & News Domain Names | Domain for Sale. Call 888-694-6735.,English,Other,200,variation,News & Media,,2026-02-12 15:05:30
https://azadiradio.com,azadiradio.com,رادیو آزادی,English,Other,200,variation,TV & Radio,,2026-02-12 15:15:21
https://azadiradio.net,azadiradio.net,رادیو آزادی,English,Other,200,variation,TV & Radio,,2026-02-12 15:05:30
https://azadiradio.org,azadiradio.org,رادیو آزادی,English,Other,200,variation,TV & Radio,,2026-02-12 15:15:21
https://azadishop.com,azadishop.com,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:21
https://azaditimes.com,azaditimes.com,Independent News From Kashmir and Beyond - The Azadi Times,English,Other,200,variation,General,SSL warning,2026-02-12 15:05:30
https://azaditv.com,azaditv.com,,Unknown,Other,200,variation,TV & Radio,,2026-02-12 15:05:30
https://azadiweb.com,azadiweb.com,آخرین اخبار ایران اینترنشنال,Persian,Other,200,variation,General,SSL warning,2026-02-12 15:05:30
https://bahar.io,bahar.io,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://bahar.me,bahar.me,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://bahar.net,bahar.net,BAHAR.NET - For Sale,English,Other,200,variation,General,,2026-02-12 15:15:21
https://bahar.org,bahar.org,,Unknown,Other,200,variation,General,,2026-02-12 15:15:21
https://bahar.xyz,bahar.xyz,Bahar.xyz for sale | Spaceship.com,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baharfood.com,baharfood.com,BaharFood.com is for sale | HugeDomains,English,Other,200,variation,Food & Lifestyle,,2026-02-12 15:15:21
https://bahargroup.com,bahargroup.com,bahargroup.com - This website is for sale! - bahargroup bahar group Resources and Information.,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://bahargroup.net,bahargroup.net,Diversified Operating Holding Company - Bahar Holding,English,Other,200,variation,General,,2026-02-12 15:15:21
https://baharhub.com,baharhub.com,baharhub.com - baharhub Resources and Information.,English,Other,200,variation,General,,2026-02-12 15:15:21
https://baharmarket.com,baharmarket.com,BaharMarket.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:21
https://baharmedia.com,baharmedia.com,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:21
https://baharmusic.com,baharmusic.com,BaharMusic.com is for sale | HugeDomains,English,Other,200,variation,Culture & Arts,,2026-02-12 15:15:21
https://baharnet.com,baharnet.com,BaharNet.com is for sale | HugeDomains,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baharnews.com,baharnews.com,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:21
https://baharstore.com,baharstore.com,BaharStore.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:21
https://bakur.com,bakur.com,Domain For Salex,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://bakur.me,bakur.me,bakur.me,English,Other,200,variation,General,,2026-02-12 15:05:30
https://baneh.com,baneh.com,فروشگاه اینترنتی بانه خرید و قیمت,Persian,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baneh.net,baneh.net,فروشگاه اینترنتی بانه,Persian,Other,200,variation,General,,2026-02-12 15:05:30
https://banehonline.com,banehonline.com,Domain Default page,English,Other,200,variation,General,,2026-02-12 15:05:30
https://baran.com,baran.com,,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baran.net,baran.net,baran.net for sale | Spaceship.com,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baran.xyz,baran.xyz,Baran.xyz for sale | Spaceship.com,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baranhub.com,baranhub.com,Home - BaranHub,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:21
https://baranmarket.com,baranmarket.com,Baran Market,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:21
https://baranmedia.com,baranmedia.com,باران مدیا  – طراحی سایت، فیلم و مستند، مولتی مدیا,Persian,Other,200,variation,News & Media,,2026-02-12 15:15:21
https://barannet.com,barannet.com,BaranNet.com is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:15:21
https://barannet.net,barannet.net,Default page,English,Other,200,variation,General,,2026-02-12 15:15:21
https://baranshop.com,baranshop.com,BaranShop.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,SSL warning,2026-02-12 15:15:21
https://barantech.com,barantech.com,Barantech | Customized HMI Solutions,English,Other,200,variation,Technology,SSL warning,2026-02-12 15:15:30
https://barantv.com,barantv.com,BaranTv.com is for sale | HugeDomains,English,Other,200,variation,TV & Radio,,2026-02-12 15:15:30
https://barzan.com,barzan.com,,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:30
https://barzan.org,barzan.org,,Unknown,Other,200,variation,General,,2026-02-12 15:15:30
https://barzanonline.com,barzanonline.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:30
https://baskale.com,baskale.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:30
https://basnewsonline.com,basnewsonline.com,Collections,English,Other,200,variation,News & Media,,2026-02-12 15:15:30
https://batmanmedia.com,batmanmedia.com,Batman Media & Entertainment – For your media and entertainment needs,English,Other,200,variation,News & Media,,2026-02-12 15:05:30
https://batmantv.net,batmantv.net,Kadim Toprakların Modern Şehri Batman'ın Haber Sayfası | Batman TV,Turkish,Other,200,variation,TV & Radio,,2026-02-12 15:05:30
https://bazar.info,bazar.info,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazar.io,bazar.io,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazar.media,bazar.media,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:31
https://bazar.net,bazar.net,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazar.news,bazar.news,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:31
https://bazar.online,bazar.online,Bazar.online – Sales online,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazar.tv,bazar.tv,bazar.tv - This website is for sale! - Bazar Resources and Information.,English,Other,200,variation,TV & Radio,,2026-02-12 15:15:31
https://bazar.xyz,bazar.xyz,Bazar.xyz for sale | Spaceship.com,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazarblog.com,bazarblog.com,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazarcenter.com,bazarcenter.com,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:31
https://bazarfood.com,bazarfood.com,BazarFood.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:32
https://bazarhealth.com,bazarhealth.com,"Delphi Healthcare - Primary Care, The Way It Should Be",English,Other,200,variation,Health,SSL warning,2026-02-12 15:15:32
https://bazarhub.com,bazarhub.com,BazarHub.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:33
https://bazarinfo.com,bazarinfo.com,BazarInfo.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:34
https://bazarmedia.org,bazarmedia.org,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:36
https://bazarmusic.com,bazarmusic.com,BazarMusic.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:37
https://bazarnet.com,bazarnet.com,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:37
https://bazarnet.org,bazarnet.org,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:37
https://bazarnews.com,bazarnews.com,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:15:38
https://bazarnow.com,bazarnow.com,BazarNow.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazaronline.com,bazaronline.com,"""Базар-онлайн"" - автоматизация торговли",Turkish,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazaronline.net,bazaronline.net,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazarpress.com,bazarpress.com,bazarpress.com - bazarpress Resources and Information.,English,Other,200,variation,News & Media,,2026-02-12 15:15:38
https://bazarshop.com,bazarshop.com,bazarshop.com,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazarshop.org,bazarshop.org,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazarsport.com,bazarsport.com,,Unknown,Other,200,variation,Sports,,2026-02-12 15:15:38
https://bazarstore.com,bazarstore.com,BazarStore.com for sale,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazartech.com,bazartech.com,BazarTech.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:38
https://bazartimes.com,bazartimes.com,,Unknown,Other,200,variation,E-Commerce,,2026-02-12 15:15:39
https://bazarweb.com,bazarweb.com,BazarWeb.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:39
https://bijaronline.com,bijaronline.com,Redirecting...,English,Other,200,variation,General,,2026-02-12 15:05:30
https://binav.com/,binav.com,,Unknown,Other,200,blogs,Blogs & Forums,Binav,2026-02-12T14:53:29Z
https://bingol.com,bingol.com,,Unknown,Other,200,variation,NGO & Human Rights,,2026-02-12 15:05:30
https://bingol.net,bingol.net,bingol.net | Satılık Domain,English,Other,200,variation,NGO & Human Rights,SSL warning,2026-02-12 15:05:40
https://bisk.edu.krd,bisk.edu.krd,Home - British International Schools in Kurdistan,English,Other,200,common_crawl,Education,,2026-02-12 15:05:40
https://bitlis.com,bitlis.com,,Unknown,Other,200,variation,General,,2026-02-12 15:05:40
https://bitlis.net,bitlis.net,,Unknown,Other,200,variation,General,,2026-02-12 15:05:40
https://bologna.epu.edu.iq,bologna.epu.edu.iq,ECTS Database,English,Other,200,crawl,Education,,2026-02-12 15:05:41
https://bozova.com,bozova.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:39
https://bukan.com,bukan.com,Coming Soon 1,English,Other,200,variation,General,,2026-02-12 15:05:41
https://bukanmedia.com,bukanmedia.com,,Unknown,Other,200,variation,News & Media,,2026-02-12 15:05:41
https://bulanik.com,bulanik.com,Bulanik.com is for sale | HugeDomains,English,Other,200,variation,General,SSL warning,2026-02-12 15:15:39
https://business.digital.gov.krd,business.digital.gov.krd,سیستەمی تۆمارکردنی دامەزراوە بازرگانییەکان,English,Other,200,crawl,Government,,2026-02-12 15:15:39
https://business.tiu.edu.iq,business.tiu.edu.iq,Home | FACE,English,Other,200,crawl,Education,,2026-02-12 15:05:41
https://catak.info,catak.info,http://www.catak.info/,Turkish,Other,200,variation,General,,2026-02-12 15:15:40
https://catak.net,catak.net,Catak.net is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:15:40
https://cec.tiu.edu.iq,cec.tiu.edu.iq,Home | CEC,English,Other,200,crawl,Education,,2026-02-12 15:05:41
https://cemisgezek.org,cemisgezek.org,,Unknown,Other,200,variation,General,,2026-02-12 15:15:40
https://central.cue.edu.krd,central.cue.edu.krd,CUE CENTRAL | Login,Unknown,Other,200,crawl,Education,,2026-02-12 15:15:40
https://chaknews.com/,chaknews.com,Eawin99 ทางเข้าเล่นสล็อตแตกง่าย พร้อมโบนัสพิเศษ,English,Other,200,known_media,News & Media,Chak News,2026-02-12T14:52:51Z
https://chaldean.info,chaldean.info,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://chaldean.io,chaldean.io,Chaldean,English,Other,200,discovered,General,,2026-02-12 14:58:27
https://chaldean.net,chaldean.net,,Unknown,Other,200,discovered,General,,2026-02-12 14:58:27
https://chaldean.news,chaldean.news,,Unknown,Other,200,discovered,General,SSL warning,2026-02-12 14:58:27
https://chamchamal.com,chamchamal.com,ChamChamal.com is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:05:41
https://chia.com,chia.com,Chia.com,English,Other,200,variation,General,,2026-02-12 15:15:40
https://chia.info,chia.info,,Unknown,Other,200,variation,General,,2026-02-12 15:15:40
https://chia.io,chia.io,6block-admin-fe - 6block-admin-fe,Unknown,Other,200,variation,General,,2026-02-12 15:15:41
https://chia.net,chia.net,Home - Chia Network,English,Other,200,variation,General,,2026-02-12 15:15:41
https://chia.xyz,chia.xyz,,Unknown,Other,200,variation,General,,2026-02-12 15:15:41
https://chiacenter.com,chiacenter.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:41
https://chiadaily.com,chiadaily.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:41
https://chiadev.com,chiadev.com,,Unknown,Other,200,variation,Technology,,2026-02-12 15:15:42
https://chiafilm.com,chiafilm.com,Number one resource for online gambling and land-based casinos- Chia Film,English,Other,200,variation,Culture & Arts,,2026-02-12 15:15:42
https://chiafood.com,chiafood.com,,Unknown,Other,200,variation,Food & Lifestyle,,2026-02-12 15:15:42
https://chiagroup.com,chiagroup.com,嘉彰股份有限公司,English,Other,200,variation,General,,2026-02-12 15:15:43
https://chiahub.com,chiahub.com,ChiaHub.com is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:15:43
https://chiainfo.com,chiainfo.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:45
https://chiamag.com,chiamag.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:45
https://chiamarket.com,chiamarket.com,ChiaMarket.com is for sale | HugeDomains,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:45
https://chiamusic.com,chiamusic.com,Chia Music - Martin Vejarano,English,Other,200,variation,Culture & Arts,,2026-02-12 15:15:46
https://chianet.com,chianet.com,,Unknown,Other,200,variation,General,SSL warning,2026-02-12 15:15:47
https://chianet.net,chianet.net,,Unknown,Other,200,variation,General,,2026-02-12 15:15:47
https://chianow.com,chianow.com,ChiaNow.com is for sale | HugeDomains,English,Other,200,variation,General,,2026-02-12 15:15:47
https://chiaonline.com,chiaonline.com,,Unknown,Other,200,variation,General,,2026-02-12 15:15:47
https://chiashop.com,chiashop.com,ChiaShop.com - Shopping Domains for Sale - Buy Premium Retail & E-commerce Domain Names | Domain for Sale. Call 888-694-6735.,English,Other,200,variation,E-Commerce,,2026-02-12 15:15:47
